current_row_id,current_material_label,pollutant,temperature,solution_ph,initial_concentration,response,match_method,source_paper,source_row_id,source_record_uid,source_material_label,source_reference,verified_material_group,source_study_id,source_citation,source_doi_or_url,material_identity_evidence,provenance_confidence,original_material_label,grouping_rule
563,PBC500,Cu2+,25,7.0,0.314732635,0.314732635,unresolved,,,,,,Wang2021_invasive::PBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,PBC500,source study + source-specific material label
564,IBC500,Cu2+,25,2.0,0.314732635,0.017857171,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
565,IBC500,Cu2+,25,3.0,0.314732635,0.192958581,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
566,IBC500,Cu2+,25,4.0,0.314732635,0.272074812,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
567,IBC500,Cu2+,25,5.0,0.314732635,0.302083813,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
568,IBC500,Cu2+,25,6.0,0.314732635,0.309774242,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
569,IBC500,Cu2+,25,7.0,0.314732635,0.314732635,unresolved,,,,,,Wang2021_invasive::IBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,IBC500,source study + source-specific material label
570,MBC500,Cu2+,25,2.0,0.314732635,0.007440488,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
571,MBC500,Cu2+,25,3.0,0.314732635,0.223461681,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
572,MBC500,Cu2+,25,4.0,0.314732635,0.298860573,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
573,MBC500,Cu2+,25,5.0,0.314732635,0.311006578,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
574,MBC500,Cu2+,25,6.0,0.314732635,0.314732635,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
575,MBC500,Cu2+,25,7.0,0.314732635,0.314732635,unresolved,,,,,,Wang2021_invasive::MBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,MBC500,source study + source-specific material label
576,LBC500,Cu2+,25,2.0,0.314732635,0.031999912,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
577,LBC500,Cu2+,25,3.0,0.314732635,0.134175832,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
578,LBC500,Cu2+,25,4.0,0.314732635,0.189479577,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
579,LBC500,Cu2+,25,5.0,0.314732635,0.254461776,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
580,LBC500,Cu2+,25,6.0,0.314732635,0.274798146,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
581,LBC500,Cu2+,25,7.0,0.314732635,0.314732635,unresolved,,,,,,Wang2021_invasive::LBC500,Wang2021_invasive,"Wang et al., Characterization and utilization of biochars derived from five invasive plant species for Cd2+ and Cu2+ removal, Journal of Environmental Management 280 (2021) 111746.",https://doi.org/10.1016/j.jenvman.2020.111746,"BBC500, PBC500, IBC500, MBC500, and LBC500 and the Cd/Cu tasks match the source study.",high material identity; medium row provenance,LBC500,source study + source-specific material label
582,RSB500,Pb2+,25,6.0,0.030127067,0.011483523,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
583,RSB500,Pb2+,25,6.0,0.074028499,0.049453238,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
584,RSB500,Pb2+,25,6.0,0.142255753,0.088719474,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
585,RSB500,Pb2+,25,6.0,0.249320968,0.109093465,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
586,RSB500,Pb2+,25,6.0,0.35255777,0.125207442,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
587,RSB500,Pb2+,25,6.0,0.453040528,0.131690077,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
588,RSB500,Pb2+,25,6.0,0.549430367,0.132430951,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
589,RSB500,Zn2+,25,6.0,0.10299156,0.047545927,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
590,RSB500,Zn2+,25,6.0,0.260632816,0.207206317,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
591,RSB500,Zn2+,25,6.0,0.497967712,0.380954374,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
592,RSB500,Zn2+,25,6.0,0.834043064,0.435544173,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
593,RSB500,Zn2+,25,6.0,1.152277761,0.466067452,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
594,RSB500,Zn2+,25,6.0,1.464510791,0.481916106,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
595,RSB500,Zn2+,25,6.0,1.77489896,0.483677072,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
596,RSB500,Pb2+,25,3.0,0.241312741,0.03672223,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
597,RSB500,Pb2+,25,4.0,0.241312741,0.057874406,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
598,RSB500,Pb2+,25,5.0,0.241312741,0.090026651,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
599,RSB500,Pb2+,25,7.0,0.241312741,0.101755603,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
600,RSB500,Zn2+,25,3.0,0.764759865,0.138937183,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
601,RSB500,Zn2+,25,4.0,0.764759865,0.211098807,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
602,RSB500,Zn2+,25,5.0,0.764759865,0.304791526,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
603,RSB500,Zn2+,25,7.0,0.764759865,0.369137014,unresolved,,,,,,Sakhiya2022::RSB500,Sakhiya2022,"Sakhiya et al., Efficacy of rice straw derived biochar for removal of Pb2+ and Zn2+ from aqueous: adsorption, thermodynamic and cost analysis, Bioresource Technology Reports 17 (2022) 100920.",https://doi.org/10.1016/j.biteb.2021.100920,RSB500 and the Pb/Zn isotherm tasks match the source study.,high material identity; medium row provenance,RSB500,source study + source-specific material label
604,BC400,Cu2+,25,7.0,0.131138598,0.129540254,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
605,BC400,Cu2+,25,7.0,0.262277196,0.254917965,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
606,BC400,Cu2+,25,7.0,0.393415793,0.368315708,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
607,BC400,Cu2+,25,7.0,0.524554391,0.456461225,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
608,BC400,Cu2+,25,7.0,0.655692989,0.468775029,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
609,BC400,Cu2+,25,7.0,0.786831587,0.467805338,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
610,BC400,Cu2+,25,7.0,0.917970184,0.480126648,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
611,BC400,Cu2+,25,7.0,1.049108782,0.483150238,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
612,BC400,Cu2+,25,7.0,1.18024738,0.487492415,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
613,BC400,Cu2+,25,7.0,1.311385978,0.506462987,unresolved,,,,,,Nie2019::BC400,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC400,source study + source-specific material label
614,BC600,Cu2+,25,7.0,0.131138598,0.129540254,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
615,BC600,Cu2+,25,7.0,0.262277196,0.260229849,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
616,BC600,Cu2+,25,7.0,0.393415793,0.394927816,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
617,BC600,Cu2+,25,7.0,0.524554391,0.524283826,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
618,BC600,Cu2+,25,7.0,0.655692989,0.585824725,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
619,BC600,Cu2+,25,7.0,0.786831587,0.631396154,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
620,BC600,Cu2+,25,7.0,0.917970184,0.646380952,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
621,BC600,Cu2+,25,7.0,1.049108782,0.665351556,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
622,BC600,Cu2+,25,7.0,1.18024738,0.677680373,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
623,BC600,Cu2+,25,7.0,1.311385978,0.695328612,unresolved,,,,,,Nie2019::BC600,Nie2019,"Nie et al., Effect of oxidation-induced aging on the adsorption and co-adsorption of tetracycline and Cu2+ onto biochar, Science of the Total Environment 673 (2019) 522-532.",https://doi.org/10.1016/j.scitotenv.2019.04.089,BC400 and BC600 are the bamboo biochars used for Cu2+ adsorption in the source study.,high material identity; medium row provenance,BC600,source study + source-specific material label
